Date,511360.SH,511030.SH,159650.SZ,159649.SZ,511520.SH,511380.SH,159816.SZ,159972.SZ,511220.SH,511020.SH,511060.SH,511270.SH,511010.SH,511260.SH
2020/3/20,0.0000,0.2393,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1452,0.3492,-0.0966,0.0195,0.0837,0.1827,-0.0269
2020/3/23,0.0000,0.1970,0.0000,0.0000,0.0000,0.0000,0.0000,0.1658,-0.0102,0.8622,0.1661,0.4264,0.4897,0.5282
2020/3/24,0.0000,-0.1056,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0319,0.0532,-0.1888,0.0390,-0.1101,0.0123,0.1656
2020/3/25,0.0000,-0.0970,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0300,0.0286,0.0000,0.0195,-0.0639,0.0155,0.0080
2020/3/26,0.0000,0.1941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0591,0.1961,0.0000,0.0487,0.3049,0.2174,0.1476
2020/3/27,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0484,-0.0041,0.1882,-0.0487,-0.0831,0.1656,0.0231
2020/3/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0194,0.0102,0.0000,0.0195,0.0000,0.1287,0.0248
2020/3/31,0.0000,0.9289,0.0000,0.0000,0.0000,0.0000,0.0000,0.1162,0.0795,0.1898,0.0292,0.0555,0.1911,0.0976
2020/4/1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7052,0.2302,0.4735,0.2435,0.0092,0.1883,0.1374
2020/4/2,0.0000,0.3839,0.0000,0.0000,0.0000,0.0000,0.0000,0.1086,-0.1921,0.2366,0.1944,-0.0231,-0.1248,-0.0328
2020/4/3,0.0000,0.0956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0854,0.0774,-0.2360,-0.0970,-0.0952,-0.0471,0.0009
2020/4/7,0.0000,0.0000,0.0000,0.0000,0.0000,0.8791,0.0000,0.1994,-0.0600,0.2818,0.5728,0.6550,0.5267,0.4073
2020/4/8,0.0000,-0.1671,0.0000,0.0000,0.0000,-0.0100,0.0000,0.2229,0.0733,0.1880,0.0579,0.2711,0.4222,0.1905
2020/4/9,0.0000,0.4487,0.0000,0.0000,0.0000,0.2705,0.0000,0.2072,0.0977,0.0938,0.1447,0.1421,0.1126,-0.1030
2020/4/10,0.0000,-0.2800,0.0000,0.0000,0.0000,-0.5694,0.0000,0.0534,0.0010,-0.1874,0.0963,0.0275,-0.1935,-0.0987
2020/4/13,0.0000,-0.1910,0.0000,0.0000,0.0000,-0.7636,0.0000,0.0514,0.0833,0.0488,0.0674,-0.0732,0.1400,0.0759
2020/4/14,0.0000,0.0000,0.0000,0.0000,0.0000,0.2430,0.0000,-0.0038,0.0558,-0.0469,0.0769,-0.0009,0.0321,-0.0335
2020/4/15,0.0000,-0.0957,0.0000,0.0000,0.0000,-0.1515,0.0000,0.2227,0.0487,0.0469,0.5296,0.0925,0.4731,0.1261
2020/4/16,0.0000,0.1916,0.0000,0.0000,0.0000,0.2832,0.0000,0.1852,0.0152,0.1380,-0.0488,0.0961,-0.0991,0.2686
2020/4/17,0.0000,0.0000,0.0000,0.0000,0.0000,0.2824,0.0000,0.0152,-0.0223,-0.0019,-0.0956,-0.1060,-0.0632,-0.0869
2020/4/20,0.0000,-0.0478,0.0000,0.0000,0.0000,0.2213,0.0000,0.0123,-0.0193,0.0000,-0.0479,-0.0448,-0.0072,-0.3050
2020/4/21,0.0000,-0.0956,0.0000,0.0000,0.0000,-0.2810,0.0000,0.0531,-0.0010,0.0019,0.0000,0.1007,0.0513,-0.0009
